celltype7	celltype0	celltype6	celltype4	celltype3	celltype2
0.049991849148471296	0.3317151253957533	0.3249485124049071	0.18985429796137887	0.056518082269270006	0.0469721328202195
0.012809605875482683	0.16711106293255257	0.11590377861829057	0.19845973761361801	0.28137041734839063	0.22434539761166555
0.16362909086356633	0.20523469890252394	0.16886146539142485	0.18928056978491428	0.2161895563627816	0.05680461869478913
0.2271512798523655	0.14462983867538817	0.07126362467385723	0.12318499035421694	0.18567202121782972	0.2480982452263425
0.22080645997887463	0.17791088960830004	0.11247206455956228	0.1921132679557981	0.17672635416979363	0.11997096372767133
0.04242954659342658	0.33042623377442853	0.016953420578251072	0.16462809561854228	0.26704930846511576	0.17851339497023588
0.09882752269071045	0.00011961175150047428	0.09809193278770365	0.257345858507453	0.30520289823808333	0.24041217602454906
0.22425857075126993	0.19454133272655183	0.28198516800080836	0.2321423306170898	0.025901528570230044	0.04117106933405009
0.32712234619823144	0.11508397532736982	0.2222528651490602	0.12972214248749872	0.1530408839203239	0.05277778691751583
0.07645720824479414	0.007530485044274978	0.3240538853548852	0.12270973505546895	0.13243238730568313	0.33681629899489357
0.23391230352234835	0.09354869109280438	0.22709098772975433	0.1455631764381971	0.1389721892994349	0.1609126519174609
0.1545808002940644	0.21536179565342803	0.1251203555884532	0.09989516631105134	0.2383560248911405	0.1666858572618626
0.19961192094167843	0.33268800885696087	0.35256073287028844	0.03884536126291873	0.05730407653864813	0.01898989952950539
0.16747101950173335	0.10896962917815887	0.2421243660708321	0.2116941704359518	0.0435208132371461	0.22622000157617783
0.047433773664008624	0.18675232198429695	0.17271593283967676	0.05377377349681532	0.06948826882121537	0.469835929193987
0.1960579490054159	0.14618290356288283	0.12451105755463557	0.21352957550068558	0.1599282841366242	0.159790230239756
0.30873759903499737	0.0736431153003625	0.014877077264047906	0.27067456308584886	0.1756873821290737	0.1563802631856697
0.021417712125568384	0.0745766228667276	0.24693148987022848	0.32058435378195016	0.22067486669675243	0.11581495465877283
0.145549391064125	0.1831288279610435	0.23735748153190744	0.13266100997514907	0.015130928132496313	0.28617236133527885
0.23743272325249262	0.10995209941741758	0.09826201219711539	0.1292092399613439	0.20616067764962306	0.2189832475220075
0.15769671268528623	0.12729020507980215	0.3115620933504592	0.09305388132712107	0.29371536434636003	0.01668174321097128
0.20588752152905587	0.020727661468000348	0.24665163251341016	0.067697737810608	0.1814727903427209	0.27756265633620464
0.18646196255172545	0.05482789529717816	0.19792309270016653	0.24541907939815943	0.16220111577037064	0.1531668542823998
0.1137811547099616	0.09252779607639619	0.17459491696834023	0.28460745719108316	0.2364024835504693	0.09808619150374943
0.24708104472737347	0.13316895819310268	0.20138278494586406	0.23128477434786301	0.15693871012447386	0.030143727661322943
0.1968865354423376	0.1805032740505556	0.1804293338403381	0.15256457175705754	0.08716322026081803	0.20245306464889326
0.27571044358926394	0.02019341180576622	0.17268680061601266	0.2504587082126479	0.1316478135567704	0.1493028222195388
0.19701564153714524	0.23425975580859018	0.22605420264682852	0.19871693436398044	0.10281535240113643	0.041138113242319245
0.16955164378194765	0.12068647926372848	0.19796768918240698	0.2506900047220757	0.09467197344254401	0.1664322096072972
0.14724490287498304	0.2848036940110903	0.03733218571693373	0.1270537187156836	0.1186711822529887	0.28489431642832047
0.11484627760828561	0.0444958685377849	0.39318983819555736	0.19559799936361702	0.18083081175262478	0.07103920454213024
0.026181517744226473	0.016463302409701546	0.1513667382331809	0.30009393473074664	0.315901823840499	0.1899926830416454
0.10103056826519585	0.21893398227296484	0.16538142990425442	0.17449980131869272	0.18707308514279655	0.1530811330960957
0.20712218035232438	0.23045172278788983	0.17385345092674076	0.22622257518557462	0.1416288056261006	0.020721265121369837
0.26460517255755145	0.04054220261431718	0.1469046702804225	0.194239759552819	0.1416827407067003	0.21202545428818945
0.11691172884622159	0.22063070640126067	0.2531515349415049	0.2737684586614642	0.054706405623198597	0.08083116552634999
0.07689885274877932	0.10634499176858682	0.20598535776438048	0.30275612494018844	0.19824607150273268	0.10976860127533228
0.32053112095004976	0.14269364386960812	0.27927950224826764	0.18854364136019391	0.045046263713400474	0.0239058278584799
0.11895821763046555	0.009410678920083461	0.40232102369162487	0.12258987800142628	0.06080751666139279	0.28591268509500695
0.2151463547634533	0.21517152110387788	0.1365924561884634	0.0904337942855774	0.1450468528078354	0.19760902085079265
0.16300673269146354	0.015837877781286196	0.2715657757056411	0.07688118634644035	0.24143927878323276	0.231269148691936
0.25543589465448413	0.09535692606125461	0.3740588546134756	0.0801128819197437	0.05665768763881766	0.13837775511222442
0.1149745287332294	0.24314786738079408	0.13784234042212284	0.03517111243407148	0.23354523784251902	0.23531891318726306
0.1369152193765289	0.01690231525959864	0.13263551737534465	0.2193083604425104	0.23858693573807527	0.2556516518079422
0.19483909947124045	0.1719430878276689	0.16356109436567537	0.18988381226181944	0.17910704503940458	0.10066586103419119
0.01652786291695737	0.13658827791394074	0.25573693797549674	0.062169882660997204	0.26917943286183765	0.2597976056707704
0.08515857456474267	0.20263978982837022	0.25312773810245626	0.0166912864826029	0.2156949298046615	0.2266876812171664
0.3175418653502429	0.049607306168290836	0.15621466346979881	0.17923672581101013	0.005714775563942789	0.2916846636367144
0.16370190895831901	0.13762127835100835	0.30761101926230994	0.32786926619909956	0.025465326997534652	0.03773120023172841
0.15714011090492203	0.2738762430568669	0.2161064758872809	0.09149861286546365	0.2325438420685563	0.028834715216910146
0.0	0.573488906002561	0.0	0.0	0.426511093997439	0.0
0.0	0.3996891981737752	0.26998323204936764	0.31453267415252995	0.015794895624327187	0.0
0.7013835691072885	0.162252016979878	0.0	0.13636441391283344	0.0	0.0
0.0	0.34965661846689594	0.05142471508884926	0.3141242568624097	0.0	0.28479440958184504
0.334310804296928	0.0	0.2388959872936	0.03916423854201121	0.25764516268997184	0.129983807177489
0.0	0.19057694981431667	0.0	0.12142551720161208	0.43742138820323434	0.2505761447808369
0.6396041864966301	0.0	0.0	0.3603958135033699	0.0	0.0
0.0	0.5394922975484646	0.0	0.0	0.0	0.4605077024515354
1.0	0.0	0.0	0.0	0.0	0.0
0.0	0.9736806773664416	0.0	0.026319322633558444	0.0	0.0
0.0	0.0	0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0
0.27507245508672773	0.0	0.29925510211165585	0.12614714114106948	0.26299289838923806	0.03653240327130886
0.23282281602611526	0.0	0.015525550968519724	0.26059429017503444	0.3295446217448164	0.1615127210855142
0.0	0.0	0.0	0.0	0.24296278620202497	0.7570372137979751
0.0	0.2848162110361715	0.0	0.3376299896032905	0.0	0.37755379936053807
0.0	1.0	0.0	0.0	0.0	0.0
0.30500302997062584	0.3370214272236776	0.1592222389944304	0.1182277200440217	0.08052558376724446	0.0
0.0	0.17469301329189474	0.30003425531804856	0.04166516616261269	0.27923118239619027	0.20437638283125378
0.0	0.0	0.04885565015896929	0.3460469109386877	0.5439982550446006	0.061099183857742316
0.2623244003342376	0.0	0.15284107873387032	0.15893107527442107	0.0	0.42590344565747096
0.5700384983830897	0.30044682079996343	0.0	0.0	0.1295146808169468	0.0
0.0	0.44647046250186945	0.0	0.0	0.0	0.5535295374981306
0.3523043078469218	0.0	0.0	0.0	0.0	0.6476956921530782
0.0	0.0	0.42325936016036547	0.0	0.5767406398396345	0.0
0.24133578277550422	0.0	0.0	0.0	0.7586642172244958	0.0
0.10544068606748996	0.0	0.3963172313080706	0.0	0.13007957425029315	0.36816250837414627
0.31312132480364985	0.0	0.22329006222285538	0.08093165642038204	0.0	0.38265695655311266
0.24388662192189534	0.0	0.0	0.025975806050774965	0.2825610054891219	0.4475765665382077
0.0	0.03654971818823898	0.39625565461469	0.0	0.2464658035005857	0.3207288236964853
0.0	0.12635521471450598	0.21438377641563375	0.21035259740670673	0.44890841146315347	0.0
0.0	0.04237399581081748	0.24278119043329469	0.041311577148949376	0.3556311077806745	0.3179021288262639
0.0	0.2505479594369726	0.0	0.7494520405630274	0.0	0.0
0.0	0.0	0.0	0.0	1.0	0.0
0.4761624072780371	0.18523505735945622	0.0	0.32449335003005164	0.014109185332455048	0.0
0.0	0.0	0.0	0.0	0.7269530074831513	0.27304699251684866
0.5662731467425524	0.0	0.0	0.0	0.03611015588555504	0.3976166973718927
0.0	0.04432587949877699	0.49500734255244433	0.07472723425026875	0.16937516593893556	0.21656437775957424
0.31870187270426104	0.28374417622900566	0.0	0.08535324028943392	0.31220071077729933	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0814371412311634	0.3495707421702958	0.0	0.25428913330666214	0.31470298329187857
1.0	0.0	0.0	0.0	0.0	0.0
0.3683141681034927	0.0	0.0	0.0739877418742699	0.39575738356465523	0.16194070645758224
0.0	1.0	0.0	0.0	0.0	0.0
0.3896346176506478	0.0	0.0	0.0	0.0	0.6103653823493522
0.0	0.0	0.350606005598688	0.0	0.6493939944013121	0.0
0.0	0.0	0.0	0.0	1.0	0.0
0.10514178095481012	0.024891809959961222	0.0	0.22359244677941945	0.17121424290711992	0.47515971939868923
1.0	0.0	0.0	0.0	0.0	0.0
0.0	0.8932705205756087	0.10672947942439141	0.0	0.0	0.0
